iter	Passed	Remaining
432	1473	1929
433	1476	1926
434	1479	1921
435	1482	1917
436	1485	1913
437	1488	1909
438	1491	1905
439	1494	1901
440	1497	1898
441	1500	1894
442	1503	1890
443	1506	1886
444	1509	1882
445	1512	1878
446	1515	1874
447	1518	1870
448	1521	1866
449	1524	1862
450	1527	1858
451	1529	1854
452	1532	1850
453	1535	1846
454	1538	1842
455	1541	1838
456	1543	1834
457	1546	1830
458	1549	1826
459	1552	1822
460	1555	1818
461	1558	1814
462	1561	1810
463	1564	1806
464	1567	1803
465	1570	1799
466	1573	1795
467	1576	1791
468	1579	1787
469	1581	1783
470	1584	1779
471	1587	1776
472	1590	1772
473	1593	1768
474	1596	1764
475	1599	1760
476	1602	1756
477	1605	1752
478	1607	1748
479	1610	1744
480	1613	1740
481	1616	1736
482	1618	1732
483	1621	1729
484	1624	1725
485	1627	1721
486	1630	1717
487	1633	1714
488	1636	1710
489	1639	1706
490	1642	1702
491	1645	1699
492	1648	1695
493	1651	1691
494	1654	1687
495	1657	1684
496	1660	1680
497	1662	1676
498	1665	1672
499	1668	1668
500	1671	1664
501	1674	1660
502	1677	1657
503	1679	1653
504	1682	1649
505	1685	1645
506	1688	1642
507	1691	1638
508	1694	1634
509	1697	1630
510	1700	1626
511	1703	1623
512	1706	1619
513	1709	1615
514	1712	1612
515	1715	1608
516	1717	1604
517	1721	1601
518	1723	1597
519	1726	1594
520	1729	1590
521	1732	1586
522	1735	1583
523	1738	1579
524	1741	1575
525	1744	1571
526	1747	1568
527	1750	1564
528	1752	1560
529	1755	1557
530	1758	1553
531	1761	1549
532	1764	1546
533	1767	1542
534	1770	1538
535	1773	1535
536	1776	1531
537	1779	1527
538	1782	1524
539	1785	1520
540	1787	1516
541	1790	1513
542	1793	1509
543	1796	1505
544	1799	1502
545	1802	1498
546	1805	1495
547	1808	1492
548	1812	1488
549	1814	1484
550	1818	1481
551	1820	1477
552	1823	1474
553	1826	1470
554	1829	1466
555	1832	1463
556	1835	1459
557	1838	1456
558	1841	1452
559	1844	1448
560	1846	1445
561	1849	1441
562	1852	1437
563	1855	1434
564	1858	1430
565	1861	1427
566	1863	1423
567	1866	1419
568	1869	1416
569	1872	1412
570	1875	1409
571	1878	1405
572	1881	1402
573	1884	1398
574	1886	1394
575	1889	1391
576	1892	1387
577	1895	1384
578	1898	1380
579	1901	1377
580	1904	1373
581	1907	1369
582	1910	1366
583	1913	1362
584	1916	1359
585	1919	1355
586	1922	1352
587	1925	1348
588	1927	1345
589	1930	1341
590	1933	1337
591	1936	1334
592	1938	1330
593	1942	1327
594	1945	1323
595	1948	1320
596	1950	1316
597	1953	1313
598	1956	1309
599	1959	1306
600	1962	1302
601	1965	1299
602	1968	1295
603	1971	1292
604	1974	1288
605	1977	1285
606	1980	1282
607	1983	1278
608	1986	1275
609	1988	1271
610	1991	1268
611	1994	1264
612	1997	1261
613	2000	1257
614	2003	1254
615	2006	1251
616	2009	1247
617	2012	1244
618	2015	1240
619	2018	1236
620	2020	1233
621	2023	1229
622	2026	1226
623	2029	1222
624	2032	1219
625	2035	1216
626	2037	1212
627	2040	1208
628	2043	1205
629	2046	1201
630	2049	1198
631	2052	1195
632	2055	1191
633	2058	1188
634	2061	1184
635	2064	1181
636	2066	1177
637	2069	1174
638	2072	1170
639	2075	1167
640	2077	1163
641	2080	1160
642	2083	1156
643	2086	1153
644	2088	1149
645	2091	1146
646	2094	1142
647	2097	1139
648	2100	1136
649	2103	1132
650	2106	1129
651	2108	1125
652	2111	1122
653	2114	1118
654	2117	1115
655	2120	1111
656	2123	1108
657	2125	1104
658	2129	1101
659	2131	1098
660	2134	1094
661	2137	1091
662	2140	1088
663	2143	1084
664	2146	1081
665	2149	1078
666	2152	1074
667	2155	1071
668	2158	1068
669	2161	1064
670	2164	1061
671	2167	1057
672	2170	1054
673	2173	1051
674	2175	1047
675	2178	1044
676	2181	1040
677	2185	1037
678	2188	1034
679	2191	1031
680	2194	1028
681	2197	1024
682	2200	1021
683	2203	1018
684	2206	1014
685	2209	1011
686	2212	1007
687	2214	1004
688	2218	1001
689	2221	997
690	2223	994
691	2226	991
692	2229	987
693	2232	984
694	2235	980
695	2237	977
696	2240	973
697	2243	970
698	2246	967
699	2249	963
700	2251	960
701	2254	957
702	2258	953
703	2261	950
704	2264	947
705	2265	943
706	2268	940
707	2271	936
708	2274	933
709	2277	930
710	2280	926
711	2283	923
712	2286	920
713	2289	916
714	2291	913
715	2294	910
716	2297	906
717	2300	903
718	2303	900
719	2306	896
720	2309	893
721	2312	890
722	2314	886
723	2317	883
724	2320	880
725	2324	877
726	2327	873
727	2330	870
728	2333	867
729	2336	864
730	2339	860
731	2342	857
732	2345	854
733	2348	851
734	2351	847
735	2354	844
736	2357	841
737	2360	837
738	2363	834
739	2366	831
740	2369	828
741	2372	824
742	2374	821
743	2377	818
744	2380	814
745	2383	811
746	2386	808
747	2389	805
748	2392	801
749	2395	798
750	2398	795
751	2401	791
752	2404	788
753	2406	785
754	2409	781
755	2412	778
756	2415	775
757	2418	772
758	2421	768
759	2424	765
760	2427	762
761	2430	759
762	2433	755
763	2435	752
764	2439	749
765	2441	745
766	2444	742
767	2447	739
768	2450	735
769	2453	732
770	2455	729
771	2459	726
772	2461	722
773	2464	719
774	2467	716
775	2470	713
776	2472	709
777	2475	706
778	2478	703
779	2481	699
780	2484	696
781	2486	693
782	2489	689
783	2492	686
784	2495	683
785	2498	680
786	2501	676
787	2504	673
788	2506	670
789	2509	667
790	2512	663
791	2516	660
792	2518	657
793	2521	654
794	2524	650
795	2527	647
796	2529	644
797	2532	641
798	2535	637
799	2538	634
800	2541	631
801	2544	628
802	2548	625
803	2550	621
804	2553	618
805	2556	615
806	2559	612
807	2562	608
808	2564	605
809	2567	602
810	2570	599
811	2573	595
812	2576	592
813	2579	589
814	2582	586
815	2585	582
816	2588	579
817	2590	576
818	2593	573
819	2596	570
820	2599	566
821	2602	563
822	2605	560
823	2608	557
824	2611	553
825	2613	550
826	2616	547
827	2619	544
828	2622	540
829	2625	537
830	2628	534
831	2631	531
832	2634	528
833	2637	524
834	2640	521
835	2642	518
836	2645	515
837	2648	511
838	2651	508
839	2654	505
840	2657	502
841	2660	499
842	2663	496
843	2666	492
844	2669	489
845	2672	486
846	2675	483
847	2677	480
848	2680	476
849	2683	473
850	2686	470
851	2689	467
852	2692	464
853	2695	460
854	2698	457
855	2701	454
856	2704	451
857	2706	448
858	2709	444
859	2712	441
860	2715	438
861	2718	435
862	2721	431
863	2724	428
864	2726	425
865	2729	422
866	2733	419
867	2736	416
868	2739	412
869	2742	409
870	2744	406
871	2747	403
872	2750	400
873	2753	397
874	2756	393
875	2759	390
876	2762	387
877	2765	384
878	2768	381
879	2771	377
880	2774	374
881	2777	371
882	2780	368
883	2782	365
884	2785	362
885	2788	358
886	2791	355
887	2794	352
888	2797	349
889	2800	346
890	2803	342
891	2806	339
892	2809	336
893	2811	333
894	2814	330
895	2817	327
896	2820	323
897	2823	320
898	2826	317
899	2829	314
900	2832	311
901	2835	308
902	2838	304
903	2841	301
904	2843	298
905	2846	295
906	2849	292
907	2852	289
908	2855	285
909	2858	282
910	2861	279
911	2864	276
912	2867	273
913	2870	270
914	2873	266
915	2876	263
916	2879	260
917	2882	257
918	2885	254
919	2888	251
920	2891	247
921	2894	244
922	2897	241
923	2900	238
924	2903	235
925	2905	232
926	2908	229
927	2911	225
928	2914	222
929	2918	219
930	2921	216
931	2924	213
932	2927	210
933	2930	207
934	2932	203
935	2935	200
936	2938	197
937	2941	194
938	2944	191
939	2947	188
940	2949	184
941	2952	181
942	2955	178
943	2958	175
944	2961	172
945	2964	169
946	2967	166
947	2970	162
948	2973	159
949	2975	156
950	2978	153
951	2981	150
952	2983	147
953	2986	144
954	2989	140
955	2992	137
956	2995	134
957	2997	131
958	3000	128
959	3003	125
960	3006	121
961	3009	118
962	3011	115
963	3014	112
964	3018	109
965	3020	106
966	3023	103
967	3026	100
968	3029	96
969	3032	93
970	3035	90
971	3037	87
972	3040	84
973	3043	81
974	3046	78
975	3049	74
976	3053	71
977	3056	68
978	3058	65
979	3061	62
980	3064	59
981	3067	56
982	3070	53
983	3072	49
984	3075	46
985	3078	43
986	3081	40
987	3084	37
988	3087	34
989	3090	31
990	3093	28
991	3096	24
992	3099	21
993	3102	18
994	3104	15
995	3107	12
996	3110	9
997	3113	6
998	3116	3
999	3119	0
